순번,주제,용어,설명
2341,금융,주가수익률,"주가를 한 주당 당기순이익으로 나누어 주가가 한 주당 순이익의 몇 배가 되는지를 나타내는 지표이다. 한 주당 순이익은 당해연도에 발생한 순이익을 총발행주식수로 나눈 것으로 한 주가 1년 동안 벌어들인 수익이다. 주가수익률(PER; price earning ratio)의 비율이 크면 기업의 이익에 비해 주가가 상대적으로 높고, 비율이 작으면 주가가 이익에 비해서 낮다. 과거 주가의 채산성은 배당에 의존하여 왔으나 최근 이익의 동향이 배당보다는 기업의 수익이나 안정성을 정확하게 반영하므로 주가도 이를 중시하는 경향이 강해지고 있어 주가수익률은 세계적으로 대표적인 주가지표가 되고 있다. "
2349,금융,주식회사,"주식의 발행으로 설립된 회사로 사원인 주주의 출자로 이뤄지며, 권리, 의무 단위인 주식으로 나눠진 일정한 자본금을 갖는다. 모든 주주는 그 주식의 인수가액을 한도로 하는 출자의무를 부담할 뿐 회사의 채무에 대해서는 책임을 지지 않는다. 따라서 주식회사는 자본금과 주식, 주주의 유한책임을 특징으로 갖는다. "
2355,금융,주주총회,주식회사의 최고의결기관으로 회의체형식의 의사결정기관이다. 주주총회에는 정시총회와 임시총회가 있다. 정기총회는 매년 1회 일정한 기간(매결산기)에 소집한다. 상법은 결산기로부터 3개월 내에 주주총회를 열고 주주총회에서 배당을 결정한 지 1개월 이내에 배당금을 주주들에게 배분하도록 규정한다. 
2384,경제,중앙은행,"한 나라의 화폐발행과 통화신용정책의 수립 및 집행, 금융시스템의 안정, 은행의 은행, 정부의 은행, 지급결제제도의 운영ㆍ관리, 외화자산의 보유ㆍ운용, 은행 경영분석 및 검사, 경제조사 및 통계작성 등의 기능을 수행하는 은행을 말한다. 우리나라의 중앙은행은 한국은행으로 1909년 11월에 설립되었다. 1911년 일본이 조선은행법을 개정 공포함에 따라 조선은행으로 개칭되었다가, 1950년 6월에 새로이 한국은행이 설립되었다. 한국은행의 주요 업무는 일반업무과 발권업무, 국고업무, 외국환업무로 크게 나뉜다. 이 중 일반업무로는 일반금융기관에 대한 예금 및 대출 업무와 공개시장 조작, 통화안정계정의 운용이 있고, 발권업무로는 한국 유일의 법화 발행기관으로서 은행권과 주화 발행 업무가 있다. 국고업무는 국고금의 수급 및 대정부 신용에 대한 업무이며, 외국환업무는 외국환 관리와 금융거래 업무를 말한다."
2446,경제,직접 금융 / 간접 금융,금융은 직접 금융과 간접 금융으로 구분된다. 직접 금융은 자금을 공급하는 측과 자금을 수요하는 측이 직접 거래하는 방식이고 간접 금융은 자금을 공급하는 측과 자금을 수요하는 측이 금융 기관을 매개로 거래하는 방식을 말한다. 직접 금융은 자금 수요자가 중권 시장에서 직접 주식 또는 채권을 발행하여 자금을 조달하는 방식이다. 간접 금융은 은행 등 금융 중개 기관이 자금 공급자인 일반 대중으로부터 예금을 받아 자금 수요자인 기업 등에게 자금을 대출해주는 방식이다. 일반적으로 금융 시장이 발전할수록 간접 금융에 비해 직접 금융의 비중이 높아진다.
2447,경제,직접 투자 / 간접 투자,"한 나라와 다른 나라의 자본 거래는 직접 투자와 간접 투자로 구분된다. 해외 직접 투자는 다른 나라 회사의 경영에 직접 참여할 목적으로 회사를 설립하거나 주식을 인수하는 것을 말한다. 해외 간접 투자는 경영에는 참여하지 않고 배당 수입을 목적으로 주식에 투자하거나 이자 수입을 목적으로 채권을 매입하거나 예금에 가입하는 것을 말한다. 해외 간접 투자의 경우 주식, 채권, 예금 등 다양한 자산에 투자한다는 의미에서 해외 포트폴리오 투자라고 부르기도 한다. 한편, 외국인 직접 투자와 외국인 간접 투자는 해외 직접 투자와 해외 간접 투자에서 주체와 객체가 바뀐 경우이다. 외국인이 우리나라에서 경영에 직접 참여할 목적으로 회사를 설립하거나 주식을 인수하는 것은 외국인 직접 투자이고, 외국인이 우리나라에서 경영에는 참여하지 않고 배당 수입을 목적으로 주식에 투자하거나 이자 수입을 목적으로 채권을 매입하거나 예금에 가입하는 것은 외국인 간접 투자 또는 외국인 포트폴리오 투자이다."
2470,금융,차익거래(Arbitrage Trading),"두 개의 시장에서 가치가 다른 물건이있을때, 한 곳에서 사고 다른 곳에서 파는 방식으로 무위험 이익을 내는 것. 핵심은 일물일가의 법칙이 깨진 틈을 이용하여 무위험으로 초과수익을 내는 것이다. 이 점이 일정 리스크를 부담하는 투기, 혹은 투자와의 차이점이다. 주식관련 시장에서는 주식시장과 주가지수선물옵션시장에서 일어난다. 현물지수와 선물지수, 옵션의 가격 간의 괴리가 나타날 때, 비싼쪽을 팔고 싼 쪽을 사는 형태로 일어나는 일이 많다. 주가지수선물시장에서 선물가격이 현물가격에 금융비용을 가산하여 산출한 가격(이론가격)과 차이가 있을 때 그 차이를 이용하여 수익을 내는 거래다. 즉, 선물가격이 이론가격보다 높은 경우 선물을 매도하고 현물 주식을 매수하는 '매수차익거래', 선물가격이 이론가격보다 낮은 경우 선물을 매수하고 현물주식을 매도하는 '매도차익거래'를 수행하게 된다."
2487,금융,채무 증권(Debt security),"확정된 금액을 특정 날짜(만기일)에 갚기로 하고 돈을 빌리는데 사용 되는 넓은 의미의 증권을 지칭한다. 채무 증권에 대한 이자율은 대체로 돈을 빌려간 사람의 상환 능력에 따라 결정이 된다. 채무자가 디폴트를 선언할 위험이 높다고 여겨지면 높은 이자율로 채무 증권이 발행되는 것이다. 채무 증권(Debt Security)는 FIS(Fixed-income security)라고도 불리는데, 대체로 장외시장(over-the-counter)에서 거래된다. 하루에 거래되는 채무 증권의 규모는 주식의 거래 규모보다 크다고 알려져 있는데, 채무증권의 경우 대부분 대규모 기관 투자자, 정부, 비영리 조직 등이 거래하기 떄문이다. "
2491,경영,채무증권,"채무상의 권리가 부여된 채권으로, 회사에서 발행한 사채를 보유하는 것을 뜻한다. 채무증권은 회사의 부채에 투자한다는 점이 특징이라 할 수 있다. 그렇기 때문에 이자수익이 발생하며 안정적인 이자수익을 받을 수 있다. 이를 처분할 경우 채무증권은 이익이나 손해없이 원금 그대로 받을 수 있다."
2581,사회,캐시몹(Cash Mob),"현금을 뜻하는 '캐시'와 무리를 뜻하는 '몹'의 합성어. '현금을 가진 군중'이란 뜻으로 SNS를 통해 모인 불특정 다수가 특정 가게에 몰려가 집단으로 상품을 구매하는 행위를 말한다. 대형 상권에 밀려 존폐 위기에 놓인 동네 빵집 등 골목상권을 돕기 위한 것으로 지난 2012년 3월24일 '제1회 세계 캐시몹의 날'에는 전 세계적으로 동시다발적으로 행사가 열리기도 했다. 미국 클리블랜드의 변호사 앤드루 샘토이가 창안했다. 캐시몹에는 몇 가지 규칙이 있다. 특정 시간 상점에 모여 20달러 이상을 구매해야 하고, 주인에게 할인을 요구하면 안 된다. 또 쇼핑에만 몰두하지 않고 함께 참가한 사람 3명 이상과 대화를 나눠야 한다."
2600,사회,코넥스(KONEX),"	코넥스(KONEX, Korea New Exchange)는 자본시장을 통한 초기 중소기업 지원의 강화를 위해, 은행대출 등 중소기업 자금조달 창구 편중 현상, 중소기업 지원을 위한 코스닥시장 및 프리보드 기능 미흡 등을 해소하기 위해 개설된 중소기업전용 주식시장을 말한다. 코스닥 전 단계의 주식시장이라 할 수 있다.	"
2618,금융,콜,"금융기관이나 증권회사 등이 일시적인 자금 과부족을 조절하는 시장이다. 일시적인 여유자금을 운용하는 것을 콜론(call loan), 일시적인 자금 부족으로 차입하는 것을 콜머니(call money)라고 한다. 주로 1∼2일 짜리 초단기 거래가 대부분이다. ‘부르면 대답한다’는 식으로 극히 단기로 회수할 수 있는 대차거래이기 때문에 ‘콜’이라 한다. 콜거래에서 적용되는 이율인 콜금리는 금융시장의 단기유동성에 민감하게 반응한다. 일반적으로 콜금리의 변동은 CD, CP 등 여타 단기금리변동과 장기금리에까지 영향을 미치게된다. 이에 따라 콜시장은 한국은행의 통화정책 수행에 있어서 중요하다. 중앙은행은 공개시장조작등을 통해 금융기관의 단기유동성을 조절하여 콜금리에 영향을 미침으로써 경기 및 물가를 조절한다."
2635,금융,퀀트펀드,"객관적인 재무데이터로 계량적인 모델을 구축하고 시장의 움직임을 바탕으로 컴퓨터 프로그램을 만들어 이에 근거해 투자결정을 내리는 펀드를 말한다. 투자대상이 고평가되어 있는지, 저평가되어 있는지를 판단하여 고평가되어 있는 것은 매도하고 저평가되어 있는 것은 매수하여 시장대비 초과수익을 추구한다. 시장이 호황기일 때는 상당한 수익을 내지만, 신용경색으로 투자자들이 우량 주식을 매도하고 관망할 때 퀀트펀드는 이를 저평가로 오인해 대량 매수하면서 막대한 손실을 내기도 했다."
2696,경제,통화량,"시중에 통용되고 있는 통화의 규모. 통화량은 특정시점에서 측정하는 저량(stock)이며 통화량의 크기와 변동을 측정할 수 있는 지표를 통화지표라 한다. 우리나라에서는 어디까지를 화폐로 보느냐에 따라 협의통화(M1), 광의통화(M2), 금융기관유동성(Lf), 광의유동성(L) 등으로 통화지표를 편성하고 있다. 통화량의 변동은 이자율에 영향을 미쳐 소비ㆍ통화 등 실물변수에 파급효과를 가져다 준다."
2761,금융,파생상품(Derivatives),"주식과 채권 등 전통적인 금융상품을 기초자산으로 하여 기초자산의 가치변동에 따라 가격이 결정되는 금융상품을 말한다. 

파생상품 거래의 대상이 되는 기초자산은 주식ㆍ채권ㆍ통화 등의 금융상품, 농ㆍ수ㆍ축산물 등의 일반상품 등도 가능하며, 신용위험 이외에 자연적ㆍ환경적ㆍ경제적 현상 등에 속하는 위험으로서 합리적이고 적정한 방법에 의해 가격ㆍ이자율ㆍ지표ㆍ단위의 산출이나 평가가 가능한 것은 모두 포함된다. 또한 파생상품을 기초자산으로 하는 파생상품(옵션선물, 선물옵션, 스왑옵션 등)도 가능하다. 대표적인 파생상품으로는 선도거래, 선물, 옵션, 스왑 등이 있다. 

파생상품 시장은 장내시장과 장외시장으로 구분할 수 있는데, 장내시장은 가격 이외의 모든 거래요소가 표준화되어 있는 파생상품 거래시장으로서 거래소시장이라고도 한다. 장외시장은 표준화되어 있지 않은 파생상품이 거래소를 통하지 않고 시장참가자 간에 직접 거래되는 시장이다. 

우리나라의 장내시장으로는 한국거래소(KRX)가 있다. 

파생상품의 주요목적은 위험을 감소시키는 헤지기능이나 레버리지기능, 파생상품을 합성하여 새로운 금융상품을 만들어내는 신금융상품 창조 기능 등이 있다.
"
2795,경영,평가손익,기업의 소유자산을 평가한 금액과 장부상의 금액과의 차이로 생기는 손해나 이익을 말한다. 이는 회계의 역사적 원가에 기초한 장부 기록으로 발생한다.
